<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
28.12.2020,15:26:00,109689,114986,107904,111819,33
28.12.2020,15:28:00,112689,115199,108089,113955,7
28.12.2020,15:30:00,108542,114999,107941,108891,38
28.12.2020,15:31:00,113224,115178,107932,110075,77
28.12.2020,15:32:00,109480,115254,108359,112389,89
28.12.2020,15:33:00,115116,115192,108127,111223,19
28.12.2020,15:34:00,113869,115232,108141,113601,33
28.12.2020,15:35:00,114392,115007,108082,111353,60
28.12.2020,15:36:00,112621,115230,108545,111018,69
28.12.2020,15:37:00,108244,115093,108132,108595,92
28.12.2020,15:38:00,114877,115258,108137,109801,60
28.12.2020,15:39:00,113812,115212,108030,110870,54
28.12.2020,15:40:00,109759,115298,107909,108938,98
28.12.2020,15:41:00,111919,115288,107918,112764,93
28.12.2020,15:42:00,114260,115271,108120,114649,31
28.12.2020,15:43:00,113299,114991,107949,110510,86
28.12.2020,15:44:00,114462,115200,107928,109420,71
28.12.2020,15:45:00,110701,115255,107943,113557,11
28.12.2020,15:46:00,113897,115270,107910,113521,3
28.12.2020,15:47:00,113854,115208,107968,113591,5
28.12.2020,15:48:00,115234,115234,108022,112186,26
28.12.2020,15:49:00,111812,115181,108106,114781,9
28.12.2020,15:50:00,114310,115188,107993,114906,34
28.12.2020,15:51:00,111485,115110,107922,108712,33
28.12.2020,15:52:00,112239,115145,108147,111868,87
28.12.2020,15:53:00,110359,115184,107909,108001,82
28.12.2020,15:54:00,110077,115223,107994,114640,18
28.12.2020,15:55:00,108765,115212,107964,109303,36
28.12.2020,15:56:00,111478,115167,108033,113588,10
28.12.2020,15:57:00,114644,115287,108150,114787,47
28.12.2020,15:58:00,113554,115281,107938,108747,49
28.12.2020,15:59:00,114622,115113,107946,114554,93
28.12.2020,16:00:00,110897,115114,107980,112077,92
28.12.2020,16:01:00,113939,115273,107958,108626,3
28.12.2020,16:02:00,114862,115179,107949,109976,64
28.12.2020,16:03:00,115063,115247,108515,108515,25
28.12.2020,16:04:00,108028,114857,108028,112856,48
28.12.2020,16:05:00,107964,115105,107943,114216,71
28.12.2020,16:06:00,113446,115270,108039,108818,70
28.12.2020,16:07:00,109078,115257,107947,112599,12
28.12.2020,16:08:00,115208,115208,107940,108531,93
28.12.2020,16:09:00,114062,115297,108003,110349,24
28.12.2020,16:10:00,109189,115222,108020,108195,42
28.12.2020,16:11:00,107927,115217,107927,109543,7
28.12.2020,16:12:00,113002,115227,108077,111662,49
28.12.2020,16:13:00,113466,115280,107966,113891,22
28.12.2020,16:14:00,109326,115261,108041,110428,6
28.12.2020,16:15:00,108019,114811,107976,108583,1
28.12.2020,16:16:00,111756,115058,107988,113316,40
28.12.2020,16:17:00,114999,115271,107909,111088,73
28.12.2020,16:18:00,112260,115072,107912,109260,77
28.12.2020,16:19:00,115002,115180,108004,112108,80
28.12.2020,16:20:00,113682,115292,108690,111807,26
28.12.2020,16:21:00,112314,115147,107930,110870,85
28.12.2020,16:22:00,108668,115115,108242,114925,49
28.12.2020,16:23:00,111230,115290,107999,111035,40
28.12.2020,16:24:00,114653,115269,107973,109540,3
28.12.2020,16:25:00,110667,115262,108310,111917,17
28.12.2020,16:26:00,108748,115104,107946,113467,58
28.12.2020,16:27:00,108213,115187,108006,108976,46
28.12.2020,16:28:00,108500,115180,108135,111714,4
28.12.2020,16:29:00,113217,114998,108035,114190,21
28.12.2020,16:30:00,111616,115059,107959,111228,12
28.12.2020,16:31:00,109286,115131,107943,113877,30
28.12.2020,16:32:00,113690,115252,107933,111777,51
28.12.2020,16:33:00,108394,115189,107956,108907,9
28.12.2020,16:34:00,114192,115208,108164,114521,94
28.12.2020,16:35:00,110326,115167,108424,113665,85
28.12.2020,16:36:00,112903,115261,107919,108171,67
28.12.2020,16:37:00,108209,115243,108209,111484,66
28.12.2020,16:38:00,108287,115109,107915,113401,59
28.12.2020,16:39:00,111680,115067,107905,113712,94
28.12.2020,16:40:00,112842,115196,108034,111952,76
28.12.2020,16:41:00,114040,115150,107961,114816,76
28.12.2020,16:42:00,113070,115050,108057,111332,78
28.12.2020,16:43:00,110129,115297,108060,113450,57
28.12.2020,16:44:00,115170,115170,108024,109371,35
28.12.2020,16:45:00,113285,115283,107983,110810,96
28.12.2020,16:46:00,110081,115125,107987,112095,31
28.12.2020,16:47:00,109857,115283,108079,114954,41
28.12.2020,16:48:00,110511,115061,108027,111959,3
28.12.2020,16:49:00,114090,115291,107914,109064,10
28.12.2020,16:50:00,108635,115180,108180,108778,9
28.12.2020,16:51:00,114362,115224,108124,114297,20
28.12.2020,16:52:00,113947,115211,108419,113782,93
28.12.2020,16:53:00,110613,115277,108122,114639,21
28.12.2020,16:54:00,114443,115278,107915,108364,20
28.12.2020,16:55:00,113180,114874,107918,109909,87
28.12.2020,16:56:00,109128,115284,108215,112522,74
28.12.2020,16:57:00,115038,115047,107907,108608,61
28.12.2020,16:58:00,110819,115173,108013,115144,15
28.12.2020,16:59:00,112485,115225,108194,111292,56
28.12.2020,17:00:00,108834,114983,108390,112633,61
28.12.2020,17:01:00,111619,115158,107962,112005,88
28.12.2020,17:02:00,111423,115273,108424,110062,71
28.12.2020,17:03:00,108924,115161,108142,109390,48
28.12.2020,17:04:00,108515,115211,107949,108247,68
28.12.2020,17:05:00,109307,115240,107928,112445,70
28.12.2020,17:06:00,109978,115211,107950,112803,75
28.12.2020,17:07:00,110791,115040,108183,115029,32
28.12.2020,17:08:00,113826,115275,107922,113668,66
28.12.2020,17:09:00,110186,115272,108075,115242,57
28.12.2020,17:10:00,109727,115112,108027,110911,62
28.12.2020,17:11:00,111032,115256,107905,110773,80
28.12.2020,17:12:00,114355,115155,107919,113293,57
28.12.2020,17:13:00,109844,115122,108123,111315,17
28.12.2020,17:14:00,114686,115298,108153,113289,60
28.12.2020,17:15:00,113553,114800,108021,113675,44
28.12.2020,17:16:00,112123,115296,107908,112717,80
28.12.2020,17:17:00,112916,115172,107914,108529,77
28.12.2020,17:18:00,112519,115177,108076,110838,14
28.12.2020,17:19:00,114668,115022,107958,112381,59
28.12.2020,17:20:00,111043,115290,107932,109469,20
28.12.2020,17:21:00,108928,115168,108005,110272,15
28.12.2020,17:22:00,113351,115097,107969,108232,36
28.12.2020,17:23:00,111784,115259,108011,108011,57
28.12.2020,17:24:00,112881,115285,108014,113814,18
28.12.2020,17:25:00,110105,115142,107942,110519,78
28.12.2020,17:26:00,112050,115293,108162,110817,60
28.12.2020,17:27:00,113177,115161,107968,114288,36
28.12.2020,17:28:00,113462,115253,108118,108497,83
28.12.2020,17:29:00,112299,115116,108109,112573,72
28.12.2020,17:30:00,109106,115018,107951,108980,30
28.12.2020,17:31:00,114115,115253,108056,111711,77
28.12.2020,17:32:00,110792,115184,107938,109164,4
28.12.2020,17:33:00,115295,115295,108313,108663,78
28.12.2020,17:34:00,108736,115241,107953,114709,78
28.12.2020,17:35:00,114702,115272,107970,109112,30
28.12.2020,17:36:00,112952,115051,107988,109066,86
28.12.2020,17:37:00,109676,115245,108397,114099,57
28.12.2020,17:38:00,112502,115294,108161,110856,54
28.12.2020,17:39:00,113252,115287,107947,114106,25
28.12.2020,17:40:00,112311,115019,107959,113734,62
28.12.2020,17:41:00,108123,115152,107975,108455,8
28.12.2020,17:42:00,114775,115228,107945,115106,51
28.12.2020,17:44:00,110191,115251,108083,108828,28
28.12.2020,17:45:00,108813,115256,107919,113591,39
28.12.2020,17:46:00,108018,115249,108018,113594,8
28.12.2020,17:47:00,114982,114982,107930,108265,50
28.12.2020,17:48:00,111088,115294,107906,113491,89
28.12.2020,17:49:00,114913,115213,108039,110741,79
28.12.2020,17:50:00,107970,115138,107970,114599,55
28.12.2020,17:51:00,113525,115177,107973,109757,71
28.12.2020,17:52:00,113542,115214,107999,109423,96
28.12.2020,17:53:00,110873,115203,107918,109920,46
28.12.2020,17:54:00,110037,115168,108160,115168,51
28.12.2020,17:55:00,111447,115231,107921,107921,19
28.12.2020,17:56:00,114973,115136,108091,113921,80
28.12.2020,17:57:00,111543,115279,107904,110524,60
28.12.2020,17:58:00,112220,115263,107955,113533,77
28.12.2020,17:59:00,108604,115142,107953,114235,35
28.12.2020,18:00:00,113470,115160,108124,109322,54
28.12.2020,18:01:00,110283,114706,107919,109635,27
28.12.2020,18:02:00,111063,115079,108294,114977,12
28.12.2020,18:03:00,111020,115145,108102,114303,80
28.12.2020,18:04:00,113970,115078,107903,109565,21
28.12.2020,18:05:00,113413,115278,108405,115090,64
28.12.2020,18:06:00,113253,115229,107955,111481,25
28.12.2020,18:07:00,108953,115238,107918,112584,69
28.12.2020,18:08:00,113307,115127,108226,113301,1
28.12.2020,18:09:00,112635,115162,107929,110897,5
28.12.2020,18:10:00,113621,115278,107930,112286,50
28.12.2020,18:11:00,110716,115231,107912,111510,93
28.12.2020,18:12:00,110255,115257,107934,115257,84
28.12.2020,18:13:00,110814,115207,107916,110021,97
28.12.2020,18:14:00,111017,115274,107918,111976,57
28.12.2020,18:15:00,112609,115299,108180,110947,13
28.12.2020,18:16:00,108373,115183,108043,111886,47
28.12.2020,18:17:00,109345,115221,108067,114195,57
28.12.2020,18:18:00,113824,115102,107924,112645,65
28.12.2020,18:19:00,113033,115279,108091,110586,9
28.12.2020,18:20:00,114391,114877,107931,114424,11
28.12.2020,18:21:00,110345,115210,107939,109339,70
28.12.2020,18:22:00,115294,115294,107905,110797,6
28.12.2020,18:23:00,112693,115289,107934,109648,78
28.12.2020,18:24:00,114681,115276,107919,112883,67
28.12.2020,18:25:00,112885,115256,108118,112014,3
28.12.2020,18:26:00,108592,115070,108149,110567,79
28.12.2020,18:27:00,108783,115197,107984,111023,89
28.12.2020,18:28:00,115133,115156,107917,111048,96
28.12.2020,18:29:00,114934,115231,108010,111335,59
28.12.2020,18:30:00,113831,115108,108008,108128,66
28.12.2020,18:31:00,109548,115233,108317,115104,25
28.12.2020,18:32:00,110425,115291,107924,108713,81
28.12.2020,18:33:00,114018,114942,107989,108393,98
28.12.2020,18:34:00,108617,115205,107999,113127,51
28.12.2020,18:35:00,110887,115292,107960,113845,49
28.12.2020,18:36:00,109022,114604,107913,109783,51
28.12.2020,18:37:00,113527,115179,107923,112433,55
28.12.2020,18:38:00,112550,115023,108058,113289,73
28.12.2020,18:39:00,107929,115047,107929,108597,68
28.12.2020,18:40:00,112553,115243,107908,114264,31
28.12.2020,18:41:00,112069,115212,107919,112076,30
28.12.2020,18:42:00,108699,115161,108053,113931,97
28.12.2020,18:43:00,110040,115177,107927,108649,37
28.12.2020,18:44:00,115000,115268,108115,112989,61
28.12.2020,18:45:00,114360,115258,107905,111607,89
28.12.2020,18:46:00,113877,115241,107989,112770,51
28.12.2020,18:47:00,110668,115180,108072,111267,57
28.12.2020,18:48:00,112449,115296,108215,114760,91
28.12.2020,18:49:00,112025,115029,108201,111333,39
28.12.2020,18:50:00,112018,115047,107944,109281,81
28.12.2020,18:51:00,108251,115291,108064,108639,71
28.12.2020,18:52:00,113124,115223,108126,113985,26
28.12.2020,18:53:00,111242,115066,108151,109231,97
28.12.2020,18:54:00,114142,115264,107936,113459,12
28.12.2020,18:55:00,112637,115064,107929,112519,6
28.12.2020,18:56:00,111166,115294,108104,109962,3
28.12.2020,18:57:00,110148,115256,108026,108354,20
28.12.2020,18:58:00,114739,115213,107917,109614,76
28.12.2020,18:59:00,112827,115280,108127,108669,91
28.12.2020,19:00:00,114105,115238,108039,112675,25
28.12.2020,19:01:00,113297,115257,107985,108778,1
28.12.2020,19:02:00,109937,115214,108128,112714,32
28.12.2020,19:03:00,111953,115215,107911,112116,16
28.12.2020,19:04:00,112945,115267,108092,109055,22
28.12.2020,19:05:00,115047,115226,107912,111987,86
28.12.2020,19:06:00,113759,115249,108021,110247,10
28.12.2020,19:07:00,110277,114993,108027,112311,55
28.12.2020,19:08:00,108891,115239,107987,108780,45
28.12.2020,19:09:00,111257,114969,107982,112530,12
28.12.2020,19:10:00,108326,115054,108117,113806,48
28.12.2020,19:11:00,109742,115289,108240,111706,98
28.12.2020,19:12:00,114852,115082,107988,108229,87
28.12.2020,19:13:00,108474,115285,107983,111457,10
28.12.2020,19:14:00,114063,115277,108118,112572,10
28.12.2020,19:15:00,111738,115227,108042,111800,36
28.12.2020,19:16:00,111321,115175,108247,113238,5
28.12.2020,19:17:00,112133,115279,107929,108464,91
28.12.2020,19:18:00,114843,115047,108041,110756,29
28.12.2020,19:19:00,108742,115249,108015,115249,50
28.12.2020,19:20:00,111032,114775,108012,112547,86
28.12.2020,19:21:00,114351,115263,108414,112822,62
28.12.2020,19:22:00,112461,115145,107998,109696,52
28.12.2020,19:23:00,111917,115244,107970,111744,38
28.12.2020,19:24:00,112591,115246,108007,110358,23
28.12.2020,19:25:00,111272,115285,107907,113947,53
28.12.2020,19:26:00,114057,115293,107905,111280,37
28.12.2020,19:27:00,113646,115215,107949,112404,85
28.12.2020,19:28:00,113588,115245,108128,112995,42
28.12.2020,19:29:00,113071,115266,107934,111092,70
28.12.2020,19:30:00,108496,115216,107944,108316,62
28.12.2020,19:31:00,114683,115137,108340,110065,93
28.12.2020,19:32:00,110695,115212,107999,112541,52
28.12.2020,19:33:00,110613,115062,107994,111675,31
28.12.2020,19:34:00,108653,114873,108162,111372,36
28.12.2020,19:35:00,113042,115179,108057,109679,76
28.12.2020,19:36:00,110447,115281,107990,114308,35
28.12.2020,19:37:00,108039,115274,107908,115274,44
28.12.2020,19:38:00,114589,115254,108329,112476,11
28.12.2020,19:39:00,108245,115272,107920,114686,37
28.12.2020,19:40:00,113394,115025,108053,114645,62
28.12.2020,19:41:00,109286,115196,107919,113094,95
28.12.2020,19:43:00,110713,115211,108082,108361,88
28.12.2020,19:44:00,114235,115294,108042,111402,31
28.12.2020,19:45:00,110613,115264,107923,110952,85
28.12.2020,19:46:00,112434,115268,108073,109780,58
28.12.2020,19:47:00,111664,115273,107949,114890,90
28.12.2020,19:48:00,110511,115203,108015,111994,47
28.12.2020,19:49:00,114697,115177,108065,108725,22
28.12.2020,19:50:00,110078,115289,108066,109732,93
28.12.2020,19:51:00,114946,114946,107948,112374,7
28.12.2020,19:52:00,109548,115191,108139,109440,10
28.12.2020,19:53:00,115074,115228,108313,110278,45
28.12.2020,19:54:00,109513,115000,108331,114248,43
28.12.2020,19:55:00,108233,115183,108233,111961,25
28.12.2020,19:56:00,108929,115297,108151,113771,57
28.12.2020,19:57:00,114459,115149,107913,110781,26
28.12.2020,19:58:00,112800,115176,107988,114855,1
28.12.2020,19:59:00,111115,115142,107952,108849,71
28.12.2020,20:00:00,109662,115218,108148,110132,18
29.12.2020,10:00:00,115026,115106,107929,114101,69
29.12.2020,10:01:00,110658,115227,108193,110420,65
29.12.2020,10:02:00,110456,115278,107976,112400,55
29.12.2020,10:03:00,109126,115116,107939,112409,45
29.12.2020,10:04:00,112872,115286,107989,115285,42
29.12.2020,10:05:00,109290,115277,107977,111368,31
29.12.2020,10:06:00,110327,115113,107916,112896,90
29.12.2020,10:07:00,113279,115025,107965,110501,64
29.12.2020,10:08:00,114708,115286,107939,112487,23
29.12.2020,10:09:00,108019,115196,108019,110506,60
29.12.2020,10:10:00,114590,114914,108044,109744,17
29.12.2020,10:11:00,112066,115218,107943,114248,12
29.12.2020,10:12:00,113871,115177,107948,114027,31
29.12.2020,10:13:00,113257,115124,107904,112086,74
29.12.2020,10:14:00,114549,115245,107991,112860,37
29.12.2020,10:15:00,112356,115245,108109,108360,89
29.12.2020,10:16:00,115191,115243,108087,109319,25
29.12.2020,10:17:00,114317,115132,107971,111972,60
29.12.2020,10:18:00,109505,115206,107918,114639,1
29.12.2020,10:19:00,110444,115182,108055,108356,29
29.12.2020,10:20:00,115181,115252,108084,110051,95
29.12.2020,10:21:00,114931,115108,108368,113786,64
29.12.2020,10:22:00,110979,115257,108126,114412,59
29.12.2020,10:23:00,111692,115167,107986,108012,79
29.12.2020,10:24:00,113797,115023,107932,110999,68
29.12.2020,10:25:00,114119,115273,107979,108913,35
29.12.2020,10:26:00,113865,115173,108171,111695,88
29.12.2020,10:27:00,112829,115264,107908,114301,39
29.12.2020,10:28:00,110423,114915,108336,113593,66
29.12.2020,10:29:00,108715,115205,107981,112914,90
29.12.2020,10:30:00,108252,115230,107939,109328,62
29.12.2020,10:31:00,113821,115201,107978,107978,6
29.12.2020,10:32:00,108757,115275,107937,110159,73
29.12.2020,10:33:00,115161,115212,108479,109607,71
29.12.2020,10:34:00,114618,115246,107931,108090,59
29.12.2020,10:35:00,109629,115121,108043,112148,46
29.12.2020,10:36:00,112197,115231,108031,108232,49
29.12.2020,10:37:00,114411,115252,108008,111535,68
29.12.2020,10:38:00,108375,115175,108009,114680,53
29.12.2020,10:39:00,110490,115198,108143,114420,96
29.12.2020,10:40:00,114676,114982,107966,109514,31
29.12.2020,10:41:00,113933,115138,108117,115025,10
29.12.2020,10:42:00,110266,115087,107922,112381,96
29.12.2020,10:43:00,108374,115211,108092,109042,80
29.12.2020,10:44:00,113970,115117,107920,114972,98
29.12.2020,10:45:00,112516,115295,107914,108904,94
29.12.2020,10:46:00,107982,115028,107982,109971,87
29.12.2020,10:47:00,109170,115179,107918,108741,27
29.12.2020,10:48:00,112984,115270,107946,113939,21
29.12.2020,10:49:00,114567,114942,107910,114698,73
29.12.2020,10:50:00,109092,115255,108078,113808,72
29.12.2020,10:51:00,114881,115141,107923,111517,13
29.12.2020,10:52:00,110168,115218,107916,109361,37
29.12.2020,10:53:00,113851,115218,107920,110236,79
29.12.2020,10:54:00,114644,115038,108178,111219,22
29.12.2020,10:55:00,111144,115292,107906,111810,18
29.12.2020,10:56:00,110557,115266,107906,109836,72
29.12.2020,10:57:00,107905,115249,107905,111013,40
29.12.2020,10:58:00,114369,115295,108074,115092,79
29.12.2020,10:59:00,107989,114993,107941,110136,52
29.12.2020,11:00:00,109989,115279,108008,115279,55
29.12.2020,11:01:00,112671,115255,108000,110267,4
29.12.2020,11:02:00,108912,115204,107941,111484,76
29.12.2020,11:03:00,108026,115058,107997,111542,18
29.12.2020,11:04:00,109979,115036,108149,113619,18
29.12.2020,11:05:00,110747,115268,108191,113493,89
29.12.2020,11:06:00,112604,115164,107919,114869,38
29.12.2020,11:07:00,109442,115290,108018,111230,54
29.12.2020,11:08:00,114223,115172,107906,110278,61
29.12.2020,11:09:00,110436,115295,107930,108135,51
29.12.2020,11:10:00,111878,115297,108007,112206,44
29.12.2020,11:11:00,115273,115273,108033,108692,38
29.12.2020,11:12:00,111457,115274,107946,111807,82
29.12.2020,11:13:00,108966,115118,108087,110348,88
29.12.2020,11:14:00,108383,114981,108325,111266,70
29.12.2020,11:15:00,112175,114961,108098,110194,80
29.12.2020,11:16:00,108782,115260,107936,114322,44
29.12.2020,11:17:00,113238,115265,108121,111083,16
29.12.2020,11:18:00,112656,115145,107936,109882,6
29.12.2020,11:19:00,113710,114979,107955,114378,43
29.12.2020,11:20:00,108589,115120,107910,109365,53
29.12.2020,11:21:00,110287,115258,108033,111862,4
29.12.2020,11:22:00,111484,115297,108116,115121,35
29.12.2020,11:23:00,108983,115281,108143,113668,90
29.12.2020,11:24:00,109357,114932,107911,113667,91
29.12.2020,11:25:00,112976,115240,107925,110705,78
29.12.2020,11:26:00,112877,114939,107941,108865,51
29.12.2020,11:27:00,114369,115265,108091,110452,23
29.12.2020,11:28:00,112470,115255,108089,112698,95
29.12.2020,11:29:00,109689,115099,107943,109007,89
29.12.2020,11:30:00,115038,115038,108161,109811,79
29.12.2020,11:31:00,114861,115214,108055,113354,28
29.12.2020,11:32:00,108891,114950,107952,113178,34
29.12.2020,11:33:00,108072,115296,108002,111782,57
29.12.2020,11:34:00,114134,114520,108239,114520,75
29.12.2020,11:35:00,111847,115076,107945,110435,70
29.12.2020,11:36:00,107969,115005,107969,114261,33
